GWA,2005,2009,2014,2019,2024
Analyzing Data or Information,0.6705328637347083,0.6759341635040732,0.6899870480865948,0.6769785026008898,0.6671650683384115
Assisting and Caring for Others,-0.18302438478476574,-0.16864349177759125,-0.15233337961945131,-0.12519233130188298,-0.13889472685488133
Coaching and Developing Others,0.3460540177364203,0.3549819302830768,0.34916925703144397,0.342237667138949,0.31335420801237884
Communicating with People Outside the Organization,0.4330379573069585,0.44146381449739397,0.43073831558272446,0.4324711717384577,0.40108891298486077
"Communicating with Supervisors, Peers, or Subordinates",0.39432427464657493,0.40141434629260725,0.42312526273229983,0.4067098002132868,0.38725976209178775
Controlling Machines and Processes,-0.28476577566882116,-0.29042148277520213,-0.2983249797198811,-0.2906663427128288,-0.2863809419959757
Coordinating the Work and Activities of Others,0.31768924402493454,0.318873331424681,0.3209341239284267,0.32055162102739787,0.3030699196820497
Developing Objectives and Strategies,0.5353471343605304,0.5458666662695566,0.5492359303593509,0.5505020730906948,0.5313844727718949
Developing and Building Teams,0.32004209811979034,0.3289919661020871,0.339877518552162,0.3401078509147175,0.3342422136819057
Documenting/Recording Information,0.4249668788453082,0.43475786005452094,0.4475964276041041,0.44213089903708586,0.4158917652820397
"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.06899223892119459,0.055571347598895,0.0377828627181244,0.0402754260583472,0.047220256514961784
Establishing and Maintaining Interpersonal Relationships,0.3383771833030443,0.346687032778995,0.34937722336831184,0.3577042189516588,0.3319923811374049
"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.26292502049442057,0.2628967533109588,0.2595879131566895,0.2560573435169499,0.2611686907243776
Evaluating Information to Determine Compliance with Standards,0.35367531503817656,0.35027511941268524,0.36849939403021714,0.36631335599906617,0.36156429609678875
Getting Information,0.5197203702394798,0.5254827204245576,0.5391923365554833,0.5438729695853207,0.5284656677897663
"Guiding, Directing, and Motivating Subordinates",0.36022031654524006,0.36654142867542394,0.36867815947653265,0.370207557461412,0.3438543600338605
Handling and Moving Objects,-0.48235403498666096,-0.49154989353158923,-0.4925933850195133,-0.48393820005175814,-0.4755264134557438
"Identifying Objects, Actions, and Events",0.3813860288745418,0.38432740443219865,0.3792920405417209,0.389044935342221,0.387281727088712
"Inspecting Equipment, Structures, or Materials",-0.20678943446774198,-0.21248262282191288,-0.2300942325401527,-0.21844640385629907,-0.209083993569857
Interpreting the Meaning of Information for Others,0.6218311570857306,0.6342888077522348,0.640770550472759,0.6397476147663927,0.6111159558724735
"Judging the Qualities of Objects, Services, or People",0.25888516516827187,0.2612672322193539,0.24833034769230214,0.24895789963282577,0.23992465179847208
Making Decisions and Solving Problems,0.5880244892452832,0.5940120003922187,0.6046330940813598,0.6002548131890929,0.5936424398227768
"Monitoring Processes, Materials, or Surroundings",0.10387189642132805,0.09766229740178736,0.08869722835561399,0.10205527433702695,0.09542855313611796
Monitoring and Controlling Resources,0.18835929643442503,0.19585460812943756,0.20840202646147282,0.1853951051392971,0.16828835699085004
"Operating Vehicles, Mechanized Devices, or Equipment",-0.21296859032356677,-0.22265403192942862,-0.24910897578334132,-0.24052780871602517,-0.24204315937682694
"Organizing, Planning, and Prioritizing Work",0.4888345402013595,0.49962136034561855,0.49878052882023116,0.4926402786822646,0.4644573444631483
Performing Administrative Activities,0.30714797429798,0.31602836453232874,0.3174508481844684,0.3091786495231776,0.26416430599591245
Performing General Physical Activities,-0.4478959918572994,-0.4520044239646017,-0.456534185097541,-0.44531731573849914,-0.42776214858495754
Performing for or Working Directly with the Public,-0.08349277460895789,-0.07004165882632361,-0.09764252678436089,-0.08213584807902488,-0.11314496943514242
Processing Information,0.5183998811820932,0.5259974381133707,0.5479325858973148,0.5422440546203598,0.5268091314301089
Providing Consultation and Advice to Others,0.5379517920148559,0.5413092795820799,0.5592678767311202,0.5405441345266078,0.5273810569424866
Repairing and Maintaining Electronic Equipment,-0.11189570026777544,-0.11569423574150195,-0.12310929304099148,-0.12052577186673404,-0.11406883660068726
Repairing and Maintaining Mechanical Equipment,-0.26802759670833987,-0.27910280519671654,-0.29716788087245394,-0.29094065526192747,-0.2788441333606627
Resolving Conflicts and Negotiating with Others,0.13319798329376245,0.138016252335885,0.14149483835291665,0.1225729913530708,0.11178767240479448
Scheduling Work and Activities,0.4067860991448171,0.4174777124103559,0.3991247228437993,0.39967269295676705,0.37299906359633545
Selling or Influencing Others,0.13783151849051045,0.12866223022478648,0.13341258033510253,0.12530755505642915,0.12024266889830336
Staffing Organizational Units,0.25330218666787885,0.25593547965506924,0.2691238041067839,0.25461441559748693,0.24538687332320733
Thinking Creatively,0.4807140033048474,0.49018332381939755,0.48932381504854344,0.47443592182862615,0.4673455123428948
Training and Teaching Others,0.329323398271723,0.34060728953585695,0.32750144509808066,0.320649336136876,0.28322826939958745
Updating and Using Relevant Knowledge,0.6088051222682261,0.6227963066806128,0.629593453564284,0.6361196867165075,0.612212999572178
Working with Computers,0.5306327083990884,0.5366885301277098,0.550417350840383,0.5353914325584989,0.5113985826093996
